Time	Exact_Real	VQTE_Real
0.288000	0.256624	0.256697
0.289000	0.257232	0.257305
0.290000	0.257838	0.257911
0.291000	0.258442	0.258516
0.292000	0.259046	0.259119
0.293000	0.259647	0.259721
0.294000	0.260247	0.260322
0.295000	0.260846	0.260921
0.296000	0.261443	0.261518
0.297000	0.262039	0.262114
0.298000	0.262633	0.262709
0.299000	0.263226	0.263301
0.300000	0.263817	0.263893
0.301000	0.264406	0.264483
0.302000	0.264995	0.265071
0.303000	0.265581	0.265659
0.304000	0.266167	0.266244
0.305000	0.266751	0.266828
0.306000	0.267333	0.267411
0.307000	0.267914	0.267992
0.308000	0.268493	0.268572
0.309000	0.269072	0.269150
0.310000	0.269648	0.269727
0.311000	0.270223	0.270303
0.312000	0.270797	0.270877
0.313000	0.271369	0.271449
0.314000	0.271940	0.272020
0.315000	0.272510	0.272590
0.316000	0.273078	0.273158
0.317000	0.273644	0.273725
0.318000	0.274209	0.274290
0.319000	0.274773	0.274855
0.320000	0.275336	0.275417
0.321000	0.275896	0.275978
0.322000	0.276456	0.276538
0.323000	0.277014	0.277097
0.324000	0.277571	0.277654
0.325000	0.278126	0.278209
0.326000	0.278680	0.278764
0.327000	0.279233	0.279316
0.328000	0.279784	0.279868
0.329000	0.280334	0.280418
0.330000	0.280883	0.280967
0.331000	0.281430	0.281514
0.332000	0.281975	0.282060
0.333000	0.282520	0.282605
0.334000	0.283063	0.283148
0.335000	0.283604	0.283690
0.336000	0.284145	0.284230
0.337000	0.284684	0.284770
0.338000	0.285221	0.285308
0.339000	0.285758	0.285844
0.340000	0.286293	0.286379
0.341000	0.286826	0.286913
0.342000	0.287358	0.287446
0.343000	0.287889	0.287977
0.344000	0.288419	0.288507
0.345000	0.288947	0.289035
0.346000	0.289474	0.289562
0.347000	0.290000	0.290088
0.348000	0.290524	0.290613
0.349000	0.291047	0.291136
0.350000	0.291569	0.291658
0.351000	0.292089	0.292179
0.352000	0.292609	0.292698
0.353000	0.293126	0.293216
0.354000	0.293643	0.293733
0.355000	0.294158	0.294248
0.356000	0.294672	0.294763
0.357000	0.295185	0.295276
0.358000	0.295696	0.295787
0.359000	0.296206	0.296298
0.360000	0.296715	0.296807
0.361000	0.297223	0.297314
0.362000	0.297729	0.297821
0.363000	0.298234	0.298326
0.364000	0.298738	0.298830
0.365000	0.299240	0.299333
0.366000	0.299742	0.299834
0.367000	0.300242	0.300335
0.368000	0.300740	0.300834
0.369000	0.301238	0.301331
0.370000	0.301734	0.301828
0.371000	0.302229	0.302323
0.372000	0.302723	0.302817
0.373000	0.303216	0.303310
0.374000	0.303707	0.303802
0.375000	0.304197	0.304292
0.376000	0.304686	0.304781
0.377000	0.305174	0.305269
0.378000	0.305660	0.305756
0.379000	0.306145	0.306241
0.380000	0.306629	0.306725
0.381000	0.307112	0.307208
0.382000	0.307594	0.307690
0.383000	0.308074	0.308171
0.384000	0.308554	0.308650
0.385000	0.309032	0.309128
0.386000	0.309508	0.309605
0.387000	0.309984	0.310081
0.388000	0.310458	0.310556
0.389000	0.310932	0.311029
0.390000	0.311404	0.311502
0.391000	0.311875	0.311973
0.392000	0.312344	0.312443
0.393000	0.312813	0.312911
0.394000	0.313280	0.313379
0.395000	0.313747	0.313845
0.396000	0.314212	0.314311
0.397000	0.314676	0.314775
0.398000	0.315138	0.315238
0.399000	0.315600	0.315699
0.400000	0.316060	0.316160
0.401000	0.316520	0.316619
0.402000	0.316978	0.317078
0.403000	0.317435	0.317535
0.404000	0.317891	0.317991
0.405000	0.318345	0.318446
0.406000	0.318799	0.318900
0.407000	0.319251	0.319352
0.408000	0.319703	0.319804
0.409000	0.320153	0.320254
0.410000	0.320602	0.320703
0.411000	0.321050	0.321151
0.412000	0.321497	0.321598
0.413000	0.321942	0.322044
0.414000	0.322387	0.322489
0.415000	0.322830	0.322933
0.416000	0.323273	0.323375
0.417000	0.323714	0.323817
0.418000	0.324154	0.324257
0.419000	0.324593	0.324696
0.420000	0.325031	0.325134
0.421000	0.325468	0.325572
0.422000	0.325904	0.326007
0.423000	0.326338	0.326442
0.424000	0.326772	0.326876
0.425000	0.327205	0.327309
0.426000	0.327636	0.327740
0.427000	0.328066	0.328171
0.428000	0.328496	0.328600
0.429000	0.328924	0.329029
0.430000	0.329351	0.329456
0.431000	0.329777	0.329882
0.432000	0.330202	0.330308
0.433000	0.330626	0.330732
0.434000	0.331049	0.331155
0.435000	0.331471	0.331577
0.436000	0.331892	0.331998
0.437000	0.332311	0.332418
0.438000	0.332730	0.332836
0.439000	0.333148	0.333254
0.440000	0.333564	0.333671
0.441000	0.333980	0.334087
0.442000	0.334395	0.334501
0.443000	0.334808	0.334915
0.444000	0.335221	0.335328
0.445000	0.335632	0.335739
0.446000	0.336042	0.336150
0.447000	0.336452	0.336559
0.448000	0.336860	0.336968
0.449000	0.337267	0.337375
0.450000	0.337674	0.337782
0.451000	0.338079	0.338187
0.452000	0.338483	0.338592
0.453000	0.338887	0.338995
0.454000	0.339289	0.339397
0.455000	0.339690	0.339799
0.456000	0.340090	0.340199
0.457000	0.340490	0.340599
0.458000	0.340888	0.340997
0.459000	0.341285	0.341395
0.460000	0.341682	0.341791
0.461000	0.342077	0.342186
0.462000	0.342471	0.342581
0.463000	0.342865	0.342974
0.464000	0.343257	0.343367
0.465000	0.343648	0.343758
0.466000	0.344039	0.344149
0.467000	0.344428	0.344538
0.468000	0.344817	0.344927
0.469000	0.345204	0.345315
0.470000	0.345591	0.345701
0.471000	0.345976	0.346087
0.472000	0.346361	0.346471
0.473000	0.346744	0.346855
0.474000	0.347127	0.347238
0.475000	0.347509	0.347620
0.476000	0.347889	0.348001
0.477000	0.348269	0.348381
0.478000	0.348648	0.348760
0.479000	0.349026	0.349138
0.480000	0.349403	0.349515
0.481000	0.349779	0.349891
0.482000	0.350154	0.350266
0.483000	0.350528	0.350640
0.484000	0.350901	0.351014
0.485000	0.351274	0.351386
0.486000	0.351645	0.351757
0.487000	0.352015	0.352128
0.488000	0.352385	0.352498
0.489000	0.352753	0.352866
0.490000	0.353121	0.353234
0.491000	0.353488	0.353601
0.492000	0.353854	0.353967
0.493000	0.354219	0.354332
0.494000	0.354583	0.354696
0.495000	0.354946	0.355059
0.496000	0.355308	0.355421
0.497000	0.355669	0.355783
0.498000	0.356030	0.356143
0.499000	0.356389	0.356503
0.500000	0.356748	0.356861
0.501000	0.357105	0.357219
0.502000	0.357462	0.357576
0.503000	0.357818	0.357932
0.504000	0.358173	0.358287
0.505000	0.358527	0.358641
0.506000	0.358880	0.358995
0.507000	0.359233	0.359347
0.508000	0.359584	0.359699
0.509000	0.359935	0.360049
0.510000	0.360285	0.360399
0.511000	0.360633	0.360748
0.512000	0.360981	0.361096
0.513000	0.361328	0.361444
0.514000	0.361675	0.361790
0.515000	0.362020	0.362135
0.516000	0.362365	0.362480
0.517000	0.362708	0.362824
0.518000	0.363051	0.363167
0.519000	0.363393	0.363509
0.520000	0.363734	0.363850
0.521000	0.364074	0.364190
0.522000	0.364414	0.364530
0.523000	0.364752	0.364868
0.524000	0.365090	0.365206
0.525000	0.365427	0.365543
0.526000	0.365763	0.365879
0.527000	0.366098	0.366214
0.528000	0.366432	0.366549
0.529000	0.366766	0.366882
0.530000	0.367099	0.367215
0.531000	0.367430	0.367547
0.532000	0.367761	0.367878
0.533000	0.368092	0.368208
0.534000	0.368421	0.368538
0.535000	0.368749	0.368866
0.536000	0.369077	0.369194
0.537000	0.369404	0.369521
0.538000	0.369730	0.369847
0.539000	0.370055	0.370172
0.540000	0.370380	0.370497
0.541000	0.370704	0.370821
0.542000	0.371026	0.371143
0.543000	0.371348	0.371466
0.544000	0.371670	0.371787
0.545000	0.371990	0.372107
0.546000	0.372310	0.372427
0.547000	0.372628	0.372746
0.548000	0.372947	0.373064
0.549000	0.373264	0.373381
0.550000	0.373580	0.373698
0.551000	0.373896	0.374014
0.552000	0.374211	0.374328
0.553000	0.374525	0.374643
0.554000	0.374838	0.374956
0.555000	0.375151	0.375268
0.556000	0.375462	0.375580
0.557000	0.375773	0.375891
0.558000	0.376083	0.376201
0.559000	0.376393	0.376511
0.560000	0.376702	0.376820
0.561000	0.377009	0.377128
0.562000	0.377316	0.377435
0.563000	0.377623	0.377741
0.564000	0.377928	0.378047
0.565000	0.378233	0.378351
0.566000	0.378537	0.378656
0.567000	0.378840	0.378959
0.568000	0.379143	0.379261
0.569000	0.379445	0.379563
0.570000	0.379746	0.379864
0.571000	0.380046	0.380165
0.572000	0.380346	0.380464
0.573000	0.380644	0.380763
0.574000	0.380942	0.381061
0.575000	0.381240	0.381358
0.576000	0.381536	0.381655
0.577000	0.381832	0.381951
0.578000	0.382127	0.382246
0.579000	0.382421	0.382540
0.580000	0.382715	0.382834
0.581000	0.383008	0.383127
0.582000	0.383300	0.383419
0.583000	0.383591	0.383710
0.584000	0.383882	0.384001
0.585000	0.384172	0.384291
0.586000	0.384461	0.384580
0.587000	0.384749	0.384869
0.588000	0.385037	0.385156
0.589000	0.385324	0.385443
0.590000	0.385611	0.385730
0.591000	0.385896	0.386015
0.592000	0.386181	0.386300
0.593000	0.386465	0.386585
0.594000	0.386749	0.386868
0.595000	0.387032	0.387151
0.596000	0.387314	0.387433
0.597000	0.387595	0.387714
0.598000	0.387876	0.387995
0.599000	0.388156	0.388275
0.600000	0.388435	0.388554
0.601000	0.388713	0.388833
0.602000	0.388991	0.389111
0.603000	0.389269	0.389388
0.604000	0.389545	0.389664
0.605000	0.389821	0.389940
0.606000	0.390096	0.390215
0.607000	0.390370	0.390490
0.608000	0.390644	0.390764
0.609000	0.390917	0.391037
0.610000	0.391189	0.391309
0.611000	0.391461	0.391581
0.612000	0.391732	0.391852
0.613000	0.392002	0.392122
0.614000	0.392272	0.392392
0.615000	0.392541	0.392661
0.616000	0.392809	0.392929
0.617000	0.393077	0.393197
0.618000	0.393344	0.393464
0.619000	0.393610	0.393730
0.620000	0.393876	0.393996
0.621000	0.394141	0.394261
0.622000	0.394405	0.394525
0.623000	0.394669	0.394789
0.624000	0.394932	0.395052
0.625000	0.395194	0.395314
0.626000	0.395456	0.395576
0.627000	0.395717	0.395837
0.628000	0.395977	0.396097
0.629000	0.396237	0.396357
0.630000	0.396496	0.396616
0.631000	0.396755	0.396874
0.632000	0.397012	0.397132
0.633000	0.397270	0.397389
0.634000	0.397526	0.397646
0.635000	0.397782	0.397902
0.636000	0.398037	0.398157
0.637000	0.398292	0.398411
0.638000	0.398546	0.398665
0.639000	0.398799	0.398919
0.640000	0.399052	0.399171
0.641000	0.399304	0.399423
0.642000	0.399555	0.399675
0.643000	0.399806	0.399926
0.644000	0.400056	0.400176
0.645000	0.400306	0.400425
0.646000	0.400555	0.400674
0.647000	0.400803	0.400922
0.648000	0.401051	0.401170
0.649000	0.401298	0.401417
0.650000	0.401544	0.401664
0.651000	0.401790	0.401909
0.652000	0.402035	0.402155
0.653000	0.402280	0.402399
0.654000	0.402524	0.402643
0.655000	0.402767	0.402887
0.656000	0.403010	0.403129
0.657000	0.403252	0.403371
0.658000	0.403494	0.403613
0.659000	0.403735	0.403854
0.660000	0.403975	0.404094
0.661000	0.404215	0.404334
0.662000	0.404454	0.404573
0.663000	0.404693	0.404812
0.664000	0.404931	0.405050
0.665000	0.405168	0.405287
0.666000	0.405405	0.405524
0.667000	0.405641	0.405760
0.668000	0.405876	0.405996
0.669000	0.406111	0.406231
0.670000	0.406346	0.406465
0.671000	0.406580	0.406699
0.672000	0.406813	0.406932
0.673000	0.407046	0.407165
0.674000	0.407278	0.407397
0.675000	0.407509	0.407628
0.676000	0.407740	0.407859
0.677000	0.407971	0.408089
0.678000	0.408200	0.408319
0.679000	0.408430	0.408548
0.680000	0.408658	0.408777
0.681000	0.408886	0.409005
0.682000	0.409114	0.409233
0.683000	0.409341	0.409459
0.684000	0.409567	0.409686
0.685000	0.409793	0.409912
0.686000	0.410018	0.410137
0.687000	0.410243	0.410361
0.688000	0.410467	0.410585
0.689000	0.410690	0.410809
0.690000	0.410913	0.411032
0.691000	0.411136	0.411254
0.692000	0.411358	0.411476
0.693000	0.411579	0.411697
0.694000	0.411800	0.411918
0.695000	0.412020	0.412138
0.696000	0.412240	0.412358
0.697000	0.412459	0.412577
0.698000	0.412678	0.412796
0.699000	0.412896	0.413014
0.700000	0.413113	0.413231
0.701000	0.413330	0.413448
0.702000	0.413546	0.413664
0.703000	0.413762	0.413880
0.704000	0.413978	0.414095
0.705000	0.414192	0.414310
0.706000	0.414407	0.414524
0.707000	0.414620	0.414738
0.708000	0.414834	0.414951
0.709000	0.415046	0.415164
0.710000	0.415258	0.415376
0.711000	0.415470	0.415587
0.712000	0.415681	0.415798
0.713000	0.415891	0.416009
0.714000	0.416101	0.416219
0.715000	0.416311	0.416428
0.716000	0.416520	0.416637
0.717000	0.416728	0.416846
0.718000	0.416936	0.417054
0.719000	0.417144	0.417261
0.720000	0.417351	0.417468
0.721000	0.417557	0.417674
0.722000	0.417763	0.417880
0.723000	0.417968	0.418085
0.724000	0.418173	0.418290
0.725000	0.418377	0.418494
0.726000	0.418581	0.418698
0.727000	0.418784	0.418901
0.728000	0.418987	0.419104
0.729000	0.419189	0.419306
0.730000	0.419391	0.419508
0.731000	0.419592	0.419709
0.732000	0.419793	0.419910
0.733000	0.419993	0.420110
0.734000	0.420193	0.420310
0.735000	0.420393	0.420509
0.736000	0.420591	0.420708
0.737000	0.420790	0.420906
0.738000	0.420987	0.421104
0.739000	0.421185	0.421301
0.740000	0.421381	0.421498
0.741000	0.421578	0.421694
0.742000	0.421774	0.421890
0.743000	0.421969	0.422085
0.744000	0.422164	0.422280
0.745000	0.422358	0.422474
0.746000	0.422552	0.422668
0.747000	0.422745	0.422861
0.748000	0.422938	0.423054
0.749000	0.423131	0.423246
0.750000	0.423323	0.423438
0.751000	0.423514	0.423629
0.752000	0.423705	0.423820
0.753000	0.423895	0.424011
0.754000	0.424085	0.424201
0.755000	0.424275	0.424390
0.756000	0.424464	0.424579
0.757000	0.424653	0.424768
0.758000	0.424841	0.424956
0.759000	0.425028	0.425143
0.760000	0.425216	0.425331
0.761000	0.425402	0.425517
0.762000	0.425589	0.425703
0.763000	0.425774	0.425889
0.764000	0.425960	0.426074
0.765000	0.426145	0.426259
0.766000	0.426329	0.426444
0.767000	0.426513	0.426628
0.768000	0.426697	0.426811
0.769000	0.426880	0.426994
0.770000	0.427062	0.427176
0.771000	0.427244	0.427358
0.772000	0.427426	0.427540
0.773000	0.427607	0.427721
0.774000	0.427788	0.427902
0.775000	0.427968	0.428082
0.776000	0.428148	0.428262
0.777000	0.428327	0.428441
0.778000	0.428506	0.428620
0.779000	0.428685	0.428799
0.780000	0.428863	0.428977
0.781000	0.429041	0.429154
0.782000	0.429218	0.429331
0.783000	0.429394	0.429508
0.784000	0.429571	0.429684
0.785000	0.429747	0.429860
0.786000	0.429922	0.430035
0.787000	0.430097	0.430210
0.788000	0.430272	0.430385
0.789000	0.430446	0.430559
0.790000	0.430619	0.430732
0.791000	0.430793	0.430905
0.792000	0.430965	0.431078
0.793000	0.431138	0.431250
0.794000	0.431310	0.431422
0.795000	0.431481	0.431594
0.796000	0.431652	0.431765
0.797000	0.431823	0.431935
0.798000	0.431993	0.432105
0.799000	0.432163	0.432275
0.800000	0.432332	0.432444
0.801000	0.432501	0.432613
0.802000	0.432670	0.432782
0.803000	0.432838	0.432950
0.804000	0.433006	0.433117
0.805000	0.433173	0.433285
0.806000	0.433340	0.433451
0.807000	0.433506	0.433618
0.808000	0.433672	0.433784
0.809000	0.433838	0.433949
0.810000	0.434003	0.434114
0.811000	0.434168	0.434279
0.812000	0.434332	0.434443
0.813000	0.434496	0.434607
0.814000	0.434660	0.434771
0.815000	0.434823	0.434934
0.816000	0.434986	0.435097
0.817000	0.435148	0.435259
0.818000	0.435310	0.435421
0.819000	0.435471	0.435582
0.820000	0.435633	0.435743
0.821000	0.435793	0.435904
0.822000	0.435954	0.436064
0.823000	0.436113	0.436224
0.824000	0.436273	0.436383
0.825000	0.436432	0.436542
0.826000	0.436591	0.436701
0.827000	0.436749	0.436859
0.828000	0.436907	0.437017
0.829000	0.437065	0.437174
0.830000	0.437222	0.437331
0.831000	0.437379	0.437488
0.832000	0.437535	0.437644
0.833000	0.437691	0.437800
0.834000	0.437846	0.437956
0.835000	0.438002	0.438111
0.836000	0.438156	0.438266
0.837000	0.438311	0.438420
0.838000	0.438465	0.438574
0.839000	0.438619	0.438727
0.840000	0.438772	0.438881
0.841000	0.438925	0.439033
0.842000	0.439077	0.439186
0.843000	0.439229	0.439338
0.844000	0.439381	0.439490
0.845000	0.439532	0.439641
0.846000	0.439683	0.439792
0.847000	0.439834	0.439942
0.848000	0.439984	0.440092
0.849000	0.440134	0.440242
0.850000	0.440284	0.440391
0.851000	0.440433	0.440541
0.852000	0.440581	0.440689
0.853000	0.440730	0.440837
0.854000	0.440878	0.440985
0.855000	0.441025	0.441133
0.856000	0.441173	0.441280
0.857000	0.441319	0.441427
0.858000	0.441466	0.441573
0.859000	0.441612	0.441719
0.860000	0.441758	0.441865
0.861000	0.441903	0.442010
0.862000	0.442048	0.442155
0.863000	0.442193	0.442300
0.864000	0.442337	0.442444
0.865000	0.442481	0.442588
0.866000	0.442625	0.442732
0.867000	0.442768	0.442875
0.868000	0.442911	0.443018
0.869000	0.443054	0.443160
0.870000	0.443196	0.443302
0.871000	0.443338	0.443444
0.872000	0.443479	0.443585
0.873000	0.443620	0.443726
0.874000	0.443761	0.443867
0.875000	0.443902	0.444007
0.876000	0.444042	0.444147
0.877000	0.444181	0.444287
0.878000	0.444321	0.444426
0.879000	0.444460	0.444565
0.880000	0.444598	0.444704
0.881000	0.444737	0.444842
0.882000	0.444875	0.444980
0.883000	0.445012	0.445117
0.884000	0.445150	0.445255
0.885000	0.445287	0.445391
0.886000	0.445423	0.445528
0.887000	0.445560	0.445664
0.888000	0.445695	0.445800
0.889000	0.445831	0.445935
0.890000	0.445966	0.446071
0.891000	0.446101	0.446205
0.892000	0.446236	0.446340
0.893000	0.446370	0.446474
0.894000	0.446504	0.446608
0.895000	0.446638	0.446741
0.896000	0.446771	0.446874
0.897000	0.446904	0.447007
0.898000	0.447036	0.447140
0.899000	0.447168	0.447272
0.900000	0.447300	0.447404
0.901000	0.447432	0.447535
0.902000	0.447563	0.447666
0.903000	0.447694	0.447797
0.904000	0.447825	0.447928
0.905000	0.447955	0.448058
0.906000	0.448085	0.448188
0.907000	0.448215	0.448317
0.908000	0.448344	0.448446
0.909000	0.448473	0.448575
0.910000	0.448602	0.448704
0.911000	0.448730	0.448832
0.912000	0.448858	0.448960
0.913000	0.448986	0.449088
0.914000	0.449113	0.449215
0.915000	0.449240	0.449342
0.916000	0.449367	0.449469
0.917000	0.449493	0.449595
0.918000	0.449619	0.449721
0.919000	0.449745	0.449847
0.920000	0.449871	0.449972
0.921000	0.449996	0.450097
0.922000	0.450121	0.450222
0.923000	0.450245	0.450346
0.924000	0.450369	0.450470
0.925000	0.450493	0.450594
0.926000	0.450617	0.450718
0.927000	0.450740	0.450841
0.928000	0.450863	0.450964
0.929000	0.450986	0.451086
